 Image,RA,DEC,Simple,Dust strip,Bulge,Overlap,Irregular,X-type,Interacting
,16.55577,16.04462,-1,0,1,-1,-1,-1,-1
,113.79872,19.99969,-1,1,1,-1,-1,-1,-1
,352.10817,49.90937,-1,-1,1,-1,-1,-1,-1
,28.34473,8.39682,-1,1,1,-1,-1,-1,-1
,326.16441,-6.68954,1,-1,-1,-1,-1,-1,-1
,116.75324,26.72119,-1,-1,-1,-1,0,-1,-1
,230.23830,3.38160,-1,-1,0,-1,-1,-1,-1
,134.51857,7.39473,-1,0,-1,-1,-1,-1,-1
,148.18275,10.00029,1,-1,-1,-1,-1,-1,-1
,359.77828,5.58381,-1,1,-1,-1,-1,-1,-1
,32.82515,23.91744,-1,0,1,-1,-1,-1,-1
,25.29373,52.75968,-1,0,0,-1,0,0,-1
,37.24519,-5.38963,-1,0,-1,-1,1,-1,-1
,2.33542,15.54290,-1,0,1,-1,-1,-1,-1
,357.26273,9.07183,-1,1,0,-1,-1,-1,-1
,166.15319,79.46070,-1,1,1,-1,1,-1,-1
,258.81582,43.76568,-1,-1,1,-1,-1,-1,-1
,341.71020,21.11479,-1,-1,1,-1,-1,-1,-1
,266.62126,18.87707,1,-1,-1,-1,-1,-1,-1
,27.63449,13.66171,1,-1,-1,-1,-1,-1,-1
,217.53967,9.61004,-1,1,1,-1,-1,0,-1
,47.52670,-15.74124,-1,0,1,-1,0,-1,-1
,328.78312,-9.22340,-1,0,-1,-1,-1,-1,-1
,2.20290,4.45611,-1,0,0,-1,1,-1,-1
,83.57810,2.04665,1,-1,-1,-1,-1,-1,-1
,60.13389,12.95935,-1,0,0,0,0,-1,-1
,350.92645,17.41692,-1,-1,1,-1,-1,-1,-1
,20.83294,19.21602,-1,-1,1,1,-1,-1,-1
,245.19671,63.12236,1,-1,-1,1,-1,-1,-1
,30.77166,2.61418,-1,1,1,-1,1,-1,-1
,300.49666,59.57035,-1,1,1,-1,-1,-1,-1
,334.21344,-9.01117,-1,-1,1,-1,-1,0,-1
,344.66435,19.06851,-1,1,-1,-1,-1,-1,-1
,184.92626,5.53835,-1,1,-1,-1,-1,-1,-1
,10.83996,-11.09627,1,-1,-1,-1,-1,-1,-1
,78.87360,-1.49390,-1,-1,1,-1,-1,0,-1
,14.38258,33.15683,1,-1,-1,-1,-1,-1,-1
,159.52568,0.20687,1,-1,-1,-1,-1,-1,-1
,28.36696,20.49292,-1,1,0,-1,-1,-1,-1
,5.57119,36.72909,-1,0,1,-1,-1,-1,-1
,346.85501,0.42315,-1,1,1,-1,-1,-1,-1
,353.01988,-2.37860,-1,1,1,-1,-1,-1,-1
,340.75453,0.93436,-1,1,-1,-1,-1,-1,-1
,329.11735,24.95675,-1,1,1,-1,-1,-1,-1
,118.08266,24.87900,1,-1,-1,-1,-1,-1,-1
,123.26537,24.56699,-1,0,1,0,1,-1,0
,238.68126,4.51695,-1,1,0,-1,-1,-1,-1
,249.30566,0.03467,-1,0,0,-1,-1,-1,-1
,132.72041,1.25011,-1,1,1,-1,0,-1,-1
,9.90679,8.96507,-1,1,1,-1,-1,-1,-1
,133.84928,0.85436,-1,-1,1,-1,-1,0,-1
,191.47477,18.18042,-1,-1,0,-1,-1,-1,-1
,260.90568,27.64161,-1,0,0,-1,0,0,-1
,210.29898,12.07517,-1,-1,0,-1,1,-1,0
,28.81591,10.01359,-1,1,0,-1,-1,-1,-1
,238.57983,0.54305,-1,-1,1,-1,-1,1,-1
,338.62698,1.56055,-1,1,-1,-1,1,-1,-1
,255.75816,26.73025,-1,1,-1,1,-1,-1,-1
,51.94991,40.03396,-1,0,-1,-1,1,-1,-1
,27.14505,23.54352,-1,0,1,-1,-1,-1,-1
,328.77875,21.72149,-1,1,1,-1,-1,-1,-1
,40.38831,6.73373,-1,0,-1,-1,-1,-1,-1
,190.88007,-14.33774,-1,1,1,-1,1,-1,-1
,20.11830,17.73073,-1,0,1,-1,-1,-1,-1
,41.24277,4.64755,-1,1,1,-1,-1,-1,-1
,44.55827,-4.49786,-1,1,-1,-1,-1,-1,-1
,350.07414,33.40906,-1,1,1,-1,-1,-1,-1
,340.83301,17.93409,-1,-1,1,-1,-1,-1,-1
,28.69441,-1.28242,-1,1,1,-1,-1,0,-1
,59.26092,17.06188,-1,1,1,-1,1,0,-1
,11.91529,29.74931,1,-1,-1,-1,-1,-1,-1
,3.60879,7.30008,1,-1,-1,-1,-1,-1,-1
,329.05776,-1.16207,1,-1,-1,-1,-1,-1,-1
,213.56154,35.42366,-1,1,1,-1,-1,-1,-1
,28.12038,-3.70529,-1,1,1,-1,1,-1,0
,3.12915,21.81303,-1,1,1,-1,-1,0,-1
,210.64794,9.11986,-1,1,1,-1,1,0,-1
,263.55376,28.09177,-1,0,-1,1,-1,-1,-1
,334.39833,9.87231,-1,1,1,-1,-1,-1,-1
,340.15600,17.89397,-1,1,1,-1,-1,-1,-1
,95.54540,46.55618,-1,0,-1,-1,-1,-1,-1
,8.82499,2.33074,-1,1,1,-1,-1,-1,-1
,247.34172,81.99224,-1,1,1,-1,-1,1,-1
,236.57957,-19.98565,-1,0,-1,-1,1,-1,-1
,207.13827,2.37353,-1,1,1,-1,-1,-1,-1
,342.64127,25.88410,-1,0,0,-1,-1,-1,-1
,349.56050,21.96010,-1,1,1,-1,-1,-1,-1
,31.38422,14.73313,-1,1,1,-1,1,1,-1
,108.59258,30.22743,-1,1,0,-1,0,-1,-1
,348.24254,15.11782,-1,1,1,-1,-1,-1,-1
,42.26505,-8.20700,-1,-1,1,1,-1,-1,-1
,53.07446,-27.84980,-1,1,-1,-1,-1,-1,-1
,47.15707,6.56304,-1,1,1,1,-1,-1,-1
,324.94455,-0.11300,-1,1,1,-1,-1,-1,-1
,307.71173,8.09154,-1,1,-1,-1,-1,-1,-1
,53.00590,39.62541,-1,1,0,-1,-1,-1,-1
,28.41341,10.28647,-1,1,1,1,-1,-1,-1
,358.31492,19.39168,-1,-1,-1,-1,1,-1,-1
,9.00131,-9.19460,-1,0,1,-1,-1,-1,-1
,240.78531,-1.94044,-1,0,-1,-1,-1,-1,-1
,186.14615,1.89235,-1,1,1,-1,-1,0,-1
,243.22074,2.99795,-1,1,1,-1,-1,-1,-1
,139.90033,26.87612,1,-1,-1,-1,-1,-1,-1
,245.85351,10.35343,-1,1,1,-1,-1,-1,-1
,359.43086,-3.59504,-1,1,1,-1,-1,-1,-1
,67.05988,1.05279,-1,1,-1,-1,-1,-1,-1
,340.76840,-3.78749,-1,0,0,-1,1,-1,-1
,69.80327,58.34562,-1,1,1,-1,1,0,-1
,358.96052,26.84884,-1,1,1,-1,-1,1,-1
,211.31631,-13.59975,-1,1,1,-1,-1,1,-1
,259.93548,41.80393,-1,1,1,-1,-1,-1,-1
,110.72624,34.41507,-1,1,1,-1,-1,-1,-1
,312.46759,-7.02181,-1,1,0,-1,1,-1,-1
,25.91095,13.52766,-1,1,1,-1,-1,-1,-1
,4.93619,15.85847,-1,1,1,-1,-1,-1,-1
,256.23447,43.24175,-1,1,-1,-1,0,-1,-1
,260.00675,43.31544,-1,1,1,-1,1,0,-1
,39.28305,-2.39438,-1,1,1,-1,-1,-1,-1
,1.38108,-2.89160,-1,1,1,-1,-1,-1,-1
,250.77028,29.15959,-1,1,1,-1,-1,-1,-1
,33.90424,-11.33444,-1,1,0,-1,-1,-1,-1
,220.75766,30.03353,-1,1,1,-1,-1,-1,-1
,336.61231,1.86077,-1,1,1,-1,-1,-1,-1
,116.14626,18.32764,-1,1,1,-1,-1,-1,-1
,353.46885,-1.33301,-1,-1,1,-1,-1,-1,-1
,5.58278,0.00918,-1,1,-1,-1,-1,-1,-1
,163.41055,26.90987,-1,1,1,-1,1,-1,-1
,349.95239,30.41189,-1,1,0,-1,1,-1,-1
,32.37178,4.44715,-1,1,1,-1,1,-1,0
,31.28196,2.35360,-1,1,1,-1,1,-1,-1
,358.71834,-3.76424,-1,0,-1,-1,1,-1,-1
,269.11012,77.75512,-1,1,-1,-1,-1,-1,-1
,5.94125,28.60842,-1,1,1,-1,-1,-1,-1
,330.17083,8.51959,-1,-1,1,-1,-1,-1,-1
,213.56154,35.42366,-1,1,1,-1,-1,-1,-1
,356.08558,11.38277,-1,1,1,-1,-1,-1,-1
,165.30535,6.52205,-1,1,1,-1,-1,-1,-1
,7.90048,0.16834,-1,1,1,1,-1,-1,-1
,229.60584,-0.63993,-1,1,1,-1,1,0,-1
,347.33110,27.59819,-1,1,1,-1,-1,-1,-1
,9.35412,18.98622,-1,1,1,-1,-1,-1,-1
